Country Name,Country Code,Indicator Name,Indicator Code,2018,2019,2020,2021,2022,PAIS_ISO2
Afghanistan,AFG,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,63.081,63.565,62.575,61.982,,AF
Afghanistan,AFG,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,,,,37.266040802002,,AF
Afghanistan,AFG,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,59.90264778,59.78387904,58.1902139,56.55443457,,AF
Afghanistan,AFG,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",SH.STA.WASH.P5,,,,,,AF
Afghanistan,AFG,Multidimensional poverty index (scale 0-1),SI.POV.MDIM.XQ,,,0.265,,,AF
Afghanistan,AFG,Multidimensional poverty intensity (average share of deprivations experienced by the poor),SI.POV.MDIM.IT,,,53.6,,,AF
Afghanistan,AFG,Number of people pushed below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure,SH.UHC.NOP2.TO,,,,,,AF
Afghanistan,AFG,Number of people spending more than 10% of household consumption or income on out-of-pocket health care expenditure,SH.UHC.OOPC.10.TO,,,,,,AF
Afghanistan,AFG,Number of people spending more than 25% of household consumption or income on out-of-pocket health care expenditure,SH.UHC.OOPC.25.TO,,,,,,AF
Afghanistan,AFG,"Number of surgical procedures (per 100,000 population)",SH.SGR.PROC.P5,,,,,,AF
Afghanistan,AFG,"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,0.4461,,,,,AF
Afghanistan,AFG,People practicing open defecation (% of population),SH.STA.ODFC.ZS,12.17017227,11.47563902,10.78376141,,,AF
Afghanistan,AFG,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,69.60193058,72.43421885,75.09141325,,,AF
Afghanistan,AFG,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,47.39066209,49.00616952,50.49964687,,,AF
Afghanistan,AFG,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,25.94051208,26.79895584,27.58895624,,,AF
Afghanistan,AFG,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,,,,,,AF
Afghanistan,AFG,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,37.93172009,38.02113959,38.11505004,,,AF
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,-2.76386427879334,-2.65553116798401,-2.70502972602844,-2.52985525131226,,AF
Afghanistan,AFG,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,0.471698105335236,0.943396210670471,0.471698105335236,1.41509437561035,,AF
Afghanistan,AFG,"Population ages 65 and above, total",SP.POP.65UP.TO,883085.0,913174.0,941940.0,964014.0,984763.0,AF
Afghanistan,AFG,Population density (people per sq. km of land area),EN.POP.DNST,56.2482314520951,57.9082516903546,59.7522806371985,,,AF
Afghanistan,AFG,Population growth (annual %),SP.POP.GROW,2.88520797304849,2.90852909268743,3.13474690779163,2.85135765449931,2.53449831666733,AF
Afghanistan,AFG,Population in largest city,EN.URB.LCTY,4011770.0,4114030.0,4221532.0,4335770.0,4457882.0,AF
Afghanistan,AFG,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,42.8915111849342,42.2942695383656,41.6205088222683,41.0904443348473,40.7230254884654,AF
Afghanistan,AFG,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,10.935191266697,10.8924664317099,10.8321540748374,10.8125390809483,10.8388407715854,AF
Afghanistan,AFG,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,73.3,,73.3,,,AF
Afghanistan,AFG,"Population, female",SP.POP.TOTL.FE.IN,18136922.0,18679089.0,19279930.0,19844584.0,20362329.0,AF
Afghanistan,AFG,"Population, male",SP.POP.TOTL.MA.IN,18549862.0,19090409.0,19692301.0,20254878.0,20766442.0,AF
Afghanistan,AFG,"Population, total",SP.POP.TOTL,36686784.0,37769499.0,38972230.0,40099462.0,41128771.0,AF
Afghanistan,AFG,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,57.5,63.1,70.0,,,AF
Afghanistan,AFG,Prevalence of severe food insecurity in the population (%),SN.ITK.SVFI.ZS,17.3,19.8,22.5,,,AF
Afghanistan,AFG,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,24.0,26.9,29.8,,,AF
Afghanistan,AFG,Proportion of population pushed below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP2.ZS,,,6.37,,,AF
Afghanistan,AFG,Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.10.ZS,,,26.08,,,AF
Afghanistan,AFG,"Railways, passengers carried (million passenger-km)",IS.RRS.PASG.KM,,,,,,AF
Afghanistan,AFG,Real interest rate (%),FR.INR.RINR,,,,,,AF
Afghanistan,AFG,Risk of catastrophic expenditure for surgical care (% of people at risk),SH.SGR.CRSK.ZS,,,,,,AF
Afghanistan,AFG,Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,,,,,,AF
Afghanistan,AFG,Rural population (% of total population),SP.RUR.TOTL.ZS,74.505,74.246,73.974,73.686,73.384,AF
Afghanistan,AFG,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,68.448803,68.843426,65.799993,65.217377,,AF
Afghanistan,AFG,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,54.647829,55.972735,53.562234,51.520426,,AF
Afghanistan,AFG,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,0.21,,,,,AF
Afghanistan,AFG,"Tuberculosis case detection rate (%, all forms)",SH.TBS.DTEC.ZS,70.0,74.0,62.0,66.0,,AF
Afghanistan,AFG,Tuberculosis treatment success rate (% of new cases),SH.TBS.CURE.ZS,91.0,91.0,95.0,,,AF
Afghanistan,AFG,UHC service coverage index,SH.UHC.SRVS.CV.XD,,42.0,,41.0,,AF
Afghanistan,AFG,Urban population (% of total population),SP.URB.TOTL.IN.ZS,25.495,25.754,26.026,26.314,26.616,AF
Albania,ALB,Access to clean fuels and technologies for cooking (% of population),EG.CFT.ACCS.ZS,80.2,81.6,82.7,83.7,,AL
Albania,ALB,Access to electricity (% of population),EG.ELC.ACCS.ZS,100.0,100.0,100.0,100.0,,AL
Albania,ALB,Adequacy of social insurance programs (% of total welfare of beneficiary households),per_si_allsi.adq_pop_tot,,,,,,AL
Albania,ALB,Adequacy of social safety net programs (% of total welfare of beneficiary households),per_sa_allsa.adq_pop_tot,,,,,,AL
Albania,ALB,Adjusted net national income (annual % growth),NY.ADJ.NNTY.KD.ZG,3.70823775063278,0.686843109371154,-5.69747282143057,,,AL
Albania,ALB,Adjusted net national income per capita (annual % growth),NY.ADJ.NNTY.PC.KD.ZG,3.96443513419733,1.11669142130533,-5.15442352629464,,,AL
Albania,ALB,"Air transport, passengers carried",IS.AIR.PSGR,303137.0,307741.0,124714.0,193259.0,,AL
Albania,ALB,"Annual freshwater withdrawals, domestic (% of total freshwater withdrawal)",ER.H2O.FWDM.ZS,21.6075156576,21.0433244916,28.6259541985,,,AL
Albania,ALB,Bank capital to assets ratio (%),FB.BNK.CAPA.ZS,9.15081252889815,9.07841434175283,9.06900760368607,8.84649373877203,8.59552115400606,AL
Albania,ALB,Bank liquid reserves to bank assets ratio (%),FD.RES.LIQU.AS.ZS,17.8285791965924,15.2155347268185,19.6803723816912,18.4299075816424,20.3175399612931,AL
Albania,ALB,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,10.517,10.343,10.285,10.24,,AL
Albania,ALB,Births attended by skilled health staff (% of total),SH.STA.BRTC.ZS,99.8,,,,,AL
Albania,ALB,"Cause of death, by communicable diseases and maternal, prenatal and nutrition conditions (% of total)",SH.DTH.COMM.ZS,,3.0231082827299,,,,AL
Albania,ALB,"Cause of death, by injury (% of total)",SH.DTH.INJR.ZS,,3.03599641131377,,,,AL
Albania,ALB,"Cause of death, by non-communicable diseases (% of total)",SH.DTH.NCOM.ZS,,93.9408931427863,,,,AL
Albania,ALB,"Community health workers (per 1,000 people)",SH.MED.CMHW.P3,,,,,,AL
Albania,ALB,Control of Corruption: Estimate,CC.EST,-0.524145126342773,-0.543374061584473,-0.551931083202362,-0.5559241771698,,AL
Albania,ALB,Control of Corruption: Percentile Rank,CC.PER.RNK,34.6153831481934,31.730770111084,31.730770111084,31.730770111084,,AL
Albania,ALB,Coverage of social insurance programs (% of population),per_si_allsi.cov_pop_tot,,,,,,AL
Albania,ALB,Coverage of social protection and labor programs (% of population),per_allsp.cov_pop_tot,,,,,,AL
Albania,ALB,Coverage of social safety net programs (% of population),per_sa_allsa.cov_pop_tot,,,,,,AL
Albania,ALB,"Current education expenditure, total (% of total expenditure in public institutions)",SE.XPD.CTOT.ZS,93.8843688964844,86.8448181152344,88.5907974243164,,,AL
Albania,ALB,Current health expenditure (% of GDP),SH.XPD.CHEX.GD.ZS,6.65958786,,,,,AL
Albania,ALB,"Current health expenditure per capita, PPP (current international $)",SH.XPD.CHEX.PP.CD,895.594815963717,,,,,AL
Albania,ALB,"Death rate, crude (per 1,000 people)",SP.DYN.CDRT.IN,8.308,8.48,10.785,11.325,,AL
Albania,ALB,Diabetes prevalence (% of population ages 20 to 79),SH.STA.DIAB.ZS,,,,10.2,,AL
Albania,ALB,Disaster risk reduction progress score (1-5 scale; 5=best),EN.CLC.DRSK.XQ,,,,,,AL
Albania,ALB,Domestic general government health expenditure (% of current health expenditure),SH.XPD.GHED.CH.ZS,42.39378357,,,,,AL
Albania,ALB,Domestic general government health expenditure (% of GDP),SH.XPD.GHED.GD.ZS,2.82325125,2.86730385,2.93465567,,,AL
Albania,ALB,Domestic general government health expenditure (% of general government expenditure),SH.XPD.GHED.GE.ZS,9.80235767,9.83531475,8.99679279,,,AL
Albania,ALB,Domestic private health expenditure (% of current health expenditure),SH.XPD.PVTD.CH.ZS,56.54749298,,,,,AL
Albania,ALB,"Educational attainment, at least completed primary, population 25+ years, total (%) (cumulative)",SE.PRM.CUAT.ZS,,,,,,AL
Albania,ALB,External health expenditure (% of current health expenditure),SH.XPD.EHEX.CH.ZS,1.05872059,,,,,AL
Albania,ALB,Fixed broadband subscriptions (per 100 people),IT.NET.BBND.P2,12.58065223,15.17778727,17.75249333,19.59547555,,AL
Albania,ALB,Fixed telephone subscriptions (per 100 people),IT.MLT.MAIN.P2,8.641983891,8.450549848,7.794937157,6.925046677,,AL
Albania,ALB,Forest area (% of land area),AG.LND.FRST.ZS,28.7919708029197,28.7919708029197,28.7919708029197,,,AL
Albania,ALB,GDP (current US$),NY.GDP.MKTP.CD,15156424061.9815,15401826080.5183,15162734205.2462,17930565118.8176,18882095517.8768,AL
Albania,ALB,GDP deflator (base year varies by country),NY.GDP.DEFL.ZS,108.309532117697,109.671009828334,110.434914958701,114.249813988865,125.308763416925,AL
Albania,ALB,GDP deflator: linked series (base year varies by country),NY.GDP.DEFL.ZS.AD,108.309532117697,109.671009828334,110.434914958701,114.249813988865,125.308763416925,AL
Albania,ALB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.01934561695576,2.08771199649604,-3.30208203862541,8.90852781831182,4.84423589539303,AL
Albania,ALB,GDP per capita (current US$),NY.GDP.PCAP.CD,5287.66081699731,5396.21422690995,5343.0377039956,6377.20309553753,6802.80451885113,AL
Albania,ALB,General government final consumption expenditure (% of GDP),NE.CON.GOVT.ZS,11.2865692132195,11.34698393056,11.8485078488972,11.908412634206,10.1834874038766,AL
Albania,ALB,Gini index,SI.POV.GINI,30.1,30.1,29.4,,,AL
Albania,ALB,GNI growth (annual %),NY.GNP.MKTP.KD.ZG,3.65387455180131,0.91655400440726,-3.61722236052508,9.16507459647096,,AL
Albania,ALB,GNI per capita growth (annual %),NY.GNP.PCAP.KD.ZG,3.90993763832637,1.34738298906302,-3.06219376239166,10.1816495197226,,AL
Albania,ALB,Gross national expenditure (% of GDP),NE.DAB.TOTL.ZS,114.304487846588,114.359772852326,115.460481905538,113.37284269346,,AL
Albania,ALB,Human capital index (HCI) (scale 0-1),HD.HCI.OVRL,0.628666281700134,,0.634250938892365,,,AL
Albania,ALB,"Immunization, DPT (% of children ages 12-23 months)",SH.IMM.IDPT,99.0,99.0,98.0,98.0,,AL
Albania,ALB,"Immunization, HepB3 (% of one-year-old children)",SH.IMM.HEPB,99.0,99.0,98.0,98.0,,AL
Albania,ALB,"Immunization, measles (% of children ages 12-23 months)",SH.IMM.MEAS,94.0,95.0,91.0,87.0,,AL
Albania,ALB,"Incidence of HIV, all (per 1,000 uninfected population)",SH.HIV.INCD.TL.P3,0.03,0.03,0.03,0.03,,AL
Albania,ALB,"Incidence of malaria (per 1,000 population at risk)",SH.MLR.INCD.P3,,,,,,AL
Albania,ALB,"Incidence of tuberculosis (per 100,000 people)",SH.TBS.INCD,18.0,16.0,16.0,17.0,,AL
Albania,ALB,Increase in poverty gap at $1.90 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (% of poverty line),SH.UHC.NOP1.ZG,,,,,,AL
Albania,ALB,Increase in poverty gap at $3.20 ($ 2011 PPP) poverty line due to out-of-pocket health care expenditure (% of poverty line),SH.UHC.NOP2.ZG,,,,,,AL
Albania,ALB,Individuals using the Internet (% of population),IT.NET.USER.ZS,65.4,68.55039112,72.23767711,79.32,,AL
Albania,ALB,"Inflation, consumer prices (annual %)",FP.CPI.TOTL.ZG,2.02805963071136,1.41109078954248,1.62088661717004,2.04147163139546,6.72520271530062,AL
Albania,ALB,"Intentional homicides (per 100,000 people)",VC.IHR.PSRC.P5,2.29404594278858,2.26174791010144,2.12777201167065,2.31196864129807,,AL
Albania,ALB,Land area (sq. km),AG.LND.TOTL.K2,27400.0,27400.0,27400.0,,,AL
Albania,ALB,Level of water stress: freshwater withdrawal as a proportion of available freshwater resources,ER.H2O.FWST.ZS,5.7572115385,6.796875,4.7235576923,,,AL
Albania,ALB,"Life expectancy at birth, female (years)",SP.DYN.LE00.FE.IN,81.608,81.666,79.676,79.173,,AL
Albania,ALB,"Life expectancy at birth, male (years)",SP.DYN.LE00.MA.IN,77.037,77.168,74.632,74.087,,AL
Albania,ALB,"Life expectancy at birth, total (years)",SP.DYN.LE00.IN,79.184,79.282,76.989,76.463,,AL
Albania,ALB,"Literacy rate, adult total (% of people ages 15 and above)",SE.ADT.LITR.ZS,98.1411514282227,,,98.4499969482422,,AL
Albania,ALB,Mobile cellular subscriptions (per 100 people),IT.CEL.SETS.P2,94.36446759,91.51642864,91.35050062,92.31992041,,AL
Albania,ALB,"Mortality rate attributed to unsafe water, unsafe sanitation and lack of hygiene (per 100,000 population)",SH.STA.WASH.P5,,,,,,AL
Albania,ALB,Multidimensional poverty index (scale 0-1),SI.POV.MDIM.XQ,,,,,,AL
Albania,ALB,Multidimensional poverty intensity (average share of deprivations experienced by the poor),SI.POV.MDIM.IT,,,,,,AL
Albania,ALB,Number of people pushed below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure,SH.UHC.NOP2.TO,,,,,,AL
Albania,ALB,Number of people spending more than 10% of household consumption or income on out-of-pocket health care expenditure,SH.UHC.OOPC.10.TO,,,,,,AL
Albania,ALB,Number of people spending more than 25% of household consumption or income on out-of-pocket health care expenditure,SH.UHC.OOPC.25.TO,,,,,,AL
Albania,ALB,"Number of surgical procedures (per 100,000 population)",SH.SGR.PROC.P5,,,,,,AL
Albania,ALB,"Nurses and midwives (per 1,000 people)",SH.MED.NUMW.P3,,5.088,,,,AL
Albania,ALB,People practicing open defecation (% of population),SH.STA.ODFC.ZS,0.0,0.0,0.0,,,AL
Albania,ALB,People using at least basic drinking water services (% of population),SH.H2O.BASW.ZS,94.43639147,94.75822287,95.06803883,,,AL
Albania,ALB,People using at least basic sanitation services (% of population),SH.STA.BASS.ZS,98.97364391,99.18306692,99.29879315,,,AL
Albania,ALB,People using safely managed drinking water services (% of population),SH.H2O.SMDW.ZS,70.65335019,70.66585365,70.67453739,,,AL
Albania,ALB,People using safely managed sanitation services (% of population),SH.STA.SMSS.ZS,47.39384501,47.57714147,47.69108212,,,AL
Albania,ALB,People with basic handwashing facilities including soap and water (% of population),SH.STA.HYGN.ZS,,,,,,AL
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Estimate,PV.EST,0.370515644550323,0.111168630421162,0.0875523090362549,0.109445847570896,,AL
Albania,ALB,Political Stability and Absence of Violence/Terrorism: Percentile Rank,PV.PER.RNK,58.4905662536621,51.886791229248,49.5283012390137,49.5283012390137,,AL
Albania,ALB,"Population ages 65 and above, total",SP.POP.65UP.TO,425666.0,438134.0,449008.0,456453.0,462287.0,AL
Albania,ALB,Population density (people per sq. km of land area),EN.POP.DNST,104.612262773723,104.167554744526,103.571131386861,,,AL
Albania,ALB,Population growth (annual %),SP.POP.GROW,-0.246732042281782,-0.426007367032238,-0.574206959244013,-0.926918061639398,-1.28980006505826,AL
Albania,ALB,Population in largest city,EN.URB.LCTY,475577.0,484624.0,493712.0,502734.0,511559.0,AL
Albania,ALB,Population in the largest city (% of urban population),EN.URB.LCTY.UR.ZS,27.5063925379807,27.7309419298429,28.0097240227045,28.3953824899265,28.8881409646453,AL
Albania,ALB,Population in urban agglomerations of more than 1 million (% of total population),EN.URB.MCTY.TL.ZS,,,,,,AL
Albania,ALB,Population living in slums (% of urban population),EN.POP.SLUM.UR.ZS,5.3,,2.8,,,AL
Albania,ALB,"Population, female",SP.POP.TOTL.FE.IN,1430495.0,1425364.0,1418585.0,1407212.0,1391085.0,AL
Albania,ALB,"Population, male",SP.POP.TOTL.MA.IN,1435881.0,1428828.0,1419264.0,1404454.0,1384548.0,AL
Albania,ALB,"Population, total",SP.POP.TOTL,2866376.0,2854191.0,2837849.0,2811666.0,2775634.0,AL
Albania,ALB,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,37.1,33.8,30.9,,,AL
Albania,ALB,Prevalence of severe food insecurity in the population (%),SN.ITK.SVFI.ZS,10.0,8.8,7.7,,,AL
Albania,ALB,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,4.6,4.3,3.9,,,AL
Albania,ALB,Proportion of population pushed below the $3.65 ($ 2017 PPP) poverty line by out-of-pocket health care expenditure (%),SH.UHC.NOP2.ZS,,,,,,AL
Albania,ALB,Proportion of population spending more than 10% of household consumption or income on out-of-pocket health care expenditure (%),SH.UHC.OOPC.10.ZS,,,,,,AL
Albania,ALB,"Railways, passengers carried (million passenger-km)",IS.RRS.PASG.KM,2.7,2.0,0.593,0.812,,AL
Albania,ALB,Real interest rate (%),FR.INR.RINR,4.39481296172994,4.95650401841986,5.38676975341908,2.48151251479627,-2.89293004389159,AL
Albania,ALB,Risk of catastrophic expenditure for surgical care (% of people at risk),SH.SGR.CRSK.ZS,,,,,,AL
Albania,ALB,Risk of impoverishing expenditure for surgical care (% of people at risk),SH.SGR.IRSK.ZS,,,,,,AL
Albania,ALB,Rural population (% of total population),SP.RUR.TOTL.ZS,39.681,38.771,37.888,37.031,36.201,AL
Albania,ALB,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,91.939293,91.975256,90.241719,89.363323,,AL
Albania,ALB,"Survival to age 65, male (% of cohort)",SP.DYN.TO65.MA.ZS,85.765544,86.047386,81.703058,80.5539,,AL
Albania,ALB,"Total alcohol consumption per capita (liters of pure alcohol, projected estimates, 15+ years of age)",SH.ALC.PCAP.LI,7.17,,,,,AL
